# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
bmp7,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,BMP7,655,Homo sapiens,9606,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects the methylation of BMP7 gene,affects^methylation|increases^abundance,30521419
fgf1,Heparitin Sulfate,D006497,9050-30-0,FGF1,2246,,,Heparitin Sulfate analog binds to FGF1 protein,affects^binding,15081013
fgf1,Heparitin Sulfate,D006497,9050-30-0,FGF1,2246,,,Heparitin Sulfate analog promotes the reaction [FGF1 protein results in increased activity of FGFR2 protein alternative form],increases^activity|increases^reaction,11714710
fgf1,High Fructose Corn Syrup,D066248,,FGF1,2246,Felis catus,9685,"[Fatty Acids, Unsaturated co-treated with High Fructose Corn Syrup] results in increased expression of FGF1 mRNA",affects^cotreatment|increases^expression,22144172
fgf1,Histamine,D006632,51-45-6,FGF1,2246,Rattus norvegicus,10116,Histamine results in increased expression of FGF1 protein,increases^expression,15264218
fgf1,Hydrogen Peroxide,D006861,7722-84-1,FGF1,2246,Mus musculus,10090,FGF1 protein results in decreased susceptibility to Hydrogen Peroxide,decreases^response to substance,16222742
fgf1,Hydrogen Peroxide,D006861,7722-84-1,FGF1,2246,Rattus norvegicus,10116,"[3,4-dihydroxyphenylethanol co-treated with Hydrogen Peroxide] results in increased expression of FGF1 mRNA",affects^cotreatment|increases^expression,31332898
fgf1,Hydrogen Peroxide,D006861,7722-84-1,FGF1,2246,Rattus norvegicus,10116,"3,4-dihydroxyphenylethanol inhibits the reaction [Hydrogen Peroxide results in decreased expression of FGF1 mRNA]",decreases^expression|decreases^reaction,31332898
fgf1,Hydrogen Peroxide,D006861,7722-84-1,FGF1,2246,Rattus norvegicus,10116,"Chloroquine inhibits the reaction [3,4-dihydroxyphenylethanol inhibits the reaction [Hydrogen Peroxide results in decreased expression of FGF1 mRNA]]",decreases^expression|decreases^reaction,31332898
fgf1,Hydrogen Peroxide,D006861,7722-84-1,FGF1,2246,Rattus norvegicus,10116,Hydrogen Peroxide results in decreased expression of FGF1 mRNA,decreases^expression,31332898
fgf1,Hydrogen Peroxide,D006861,7722-84-1,FGF1,2246,Rattus norvegicus,10116,[Sirolimus co-treated with Hydrogen Peroxide] results in increased expression of FGF1 mRNA,affects^cotreatment|increases^expression,31332898
fgf1,indole-3-carbinol,C016517,700-06-1,FGF1,2246,Rattus norvegicus,10116,indole-3-carbinol affects the expression of FGF1 mRNA,affects^expression,21396975
fgf1,indole-3-carbinol,C016517,700-06-1,FGF1,2246,Rattus norvegicus,10116,[indole-3-carbinol co-treated with Diethylnitrosamine] results in increased expression of FGF1 mRNA,affects^cotreatment|increases^expression,22129741
fgf1,isobutyl nitrite,C018086,542-56-3,FGF1,2246,Mus musculus,10090,isobutyl nitrite results in increased expression of FGF1 mRNA,increases^expression,16288974
fgf1,Isotretinoin,D015474,4759-48-2,FGF1,2246,Homo sapiens,9606,Isotretinoin results in decreased expression of FGF1 mRNA,decreases^expression,15982314
fgf1,jinfukang,C544151,,FGF1,2246,Homo sapiens,9606,[Cisplatin co-treated with jinfukang] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,27392435
fgf1,jinfukang,C544151,,FGF1,2246,Homo sapiens,9606,jinfukang results in decreased expression of FGF1 mRNA,decreases^expression,27392435
fgf1,KT 5720,C057416,108068-98-0,FGF1,2246,Rattus norvegicus,10116,KT 5720 inhibits the reaction [Norepinephrine inhibits the reaction [Carbachol results in increased expression of FGF1 protein]],decreases^reaction|increases^expression,15264218
fgf1,Kynurenic Acid,D007736,492-27-3,FGF1,2246,Homo sapiens,9606,Kynurenic Acid results in decreased secretion of FGF1 protein,decreases^secretion,16392031
fgf1,Kynurenic Acid,D007736,492-27-3,FGF1,2246,Mus musculus,10090,Kynurenic Acid results in decreased secretion of FGF1 protein,decreases^secretion,16392031
fgf1,lead acetate,C008261,301-04-2,FGF1,2246,Rattus norvegicus,10116,lead acetate affects the expression of FGF1 mRNA,affects^expression,21864555
fgf1,leptomycin B,C038753,87081-35-4,FGF1,2246,Mus musculus,10090,leptomycin B results in decreased localization of and results in increased phosphorylation of FGF1 protein,decreases^localization|increases^phosphorylation,15574884
fgf1,Lipopolysaccharides,D008070,,FGF1,2246,Mus musculus,10090,Lipopolysaccharides results in increased expression of FGF1 mRNA,increases^expression,15919760
fgf1,Magnetite Nanoparticles,D058185,,FGF1,2246,Mus musculus,10090,[Succimer co-treated with Magnetite Nanoparticles] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,26378955
fgf1,malealdehyde,C015977,2363-83-9,FGF1,2246,Mus musculus,10090,FGF1 protein results in decreased secretion of malealdehyde,decreases^secretion,16222742
fgf1,Metformin,D008687,657-24-9,FGF1,2246,Mus musculus,10090,Metformin inhibits the reaction [IL13 protein results in increased expression of FGF1 mRNA],decreases^reaction|increases^expression,26497364
fgf1,Methapyrilene,D008701,91-80-5,FGF1,2246,Homo sapiens,9606,Methapyrilene results in increased methylation of FGF1 intron,increases^methylation,30157460
fgf1,methidathion,C005828,950-37-8,FGF1,2246,Mus musculus,10090,methidathion results in decreased expression of FGF1 mRNA,decreases^expression,34813904
fgf1,Methotrexate,D008727,59-05-2,FGF1,2246,Homo sapiens,9606,Methotrexate results in increased expression of FGF1 mRNA,increases^expression,19192274
fgf1,Methotrexate,D008727,59-05-2,FGF1,2246,Mus musculus,10090,Methotrexate affects the expression of FGF1 mRNA,affects^expression,18502557
fgf1,Methylcholanthrene,D008748,56-49-5,FGF1,2246,Mus musculus,10090,[Methylcholanthrene co-treated with Tetradecanoylphorbol Acetate] results in increased expression of FGF1 mRNA,affects^cotreatment|increases^expression,23519560
fgf1,Methylnitrosourea,D008770,684-93-5,FGF1,2246,Rattus norvegicus,10116,FGF1 protein modified form inhibits the reaction [Methylnitrosourea results in decreased expression of BCL2 protein],decreases^expression|decreases^reaction,16011256
fgf1,Methylnitrosourea,D008770,684-93-5,FGF1,2246,Rattus norvegicus,10116,FGF1 protein modified form inhibits the reaction [Methylnitrosourea results in increased expression of BAX protein],decreases^reaction|increases^expression,16011256
fgf1,ML 9,C056218,105637-50-1,FGF1,2246,Gallus gallus,9031,ML 9 inhibits the reaction [FGF1 protein alternative form results in increased phosphorylation of AKT3 protein],decreases^reaction|increases^phosphorylation,15517595
fgf1,"Nanotubes, Carbon",D037742,,FGF1,2246,Mus musculus,10090,"Nanotubes, Carbon analog results in decreased expression of FGF1 mRNA",decreases^expression,25554681
fgf1,"Nanotubes, Carbon",D037742,,FGF1,2246,Mus musculus,10090,"Nanotubes, Carbon results in decreased expression of FGF1 mRNA",decreases^expression,25554681
fgf1,Nickel,D009532,7440-02-0,FGF1,2246,Homo sapiens,9606,Nickel results in decreased expression of FGF1 mRNA,decreases^expression,24768652|25583101
fgf1,Nickel,D009532,7440-02-0,FGF1,2246,Mus musculus,10090,Nickel results in decreased expression of FGF1 mRNA,decreases^expression,12540486
fgf1,Nickel,D009532,7440-02-0,FGF1,2246,Rattus norvegicus,10116,Nickel results in decreased expression of FGF1 mRNA,decreases^expression,19130878
fgf1,nickel chloride,C022838,7718-54-9,FGF1,2246,Rattus norvegicus,10116,nickel chloride affects the expression of FGF1 mRNA,affects^expression,22546817
fgf1,nickel sulfate,C029938,7786-81-4,FGF1,2246,Homo sapiens,9606,nickel sulfate results in decreased expression of FGF1 mRNA,decreases^expression,22714537
fgf1,Niclosamide,D009534,50-65-7,FGF1,2246,Homo sapiens,9606,Niclosamide results in decreased expression of FGF1 mRNA,decreases^expression,25174399
fgf1,Niclosamide,D009534,50-65-7,FGF1,2246,Homo sapiens,9606,Niclosamide results in decreased expression of FGF1 protein,decreases^expression,25174399
fgf1,Nitric Oxide,D009569,10102-43-9,FGF1,2246,Rattus norvegicus,10116,FGF1 protein results in increased abundance of Nitric Oxide,increases^abundance,16524372
fgf1,Nitric Oxide,D009569,10102-43-9,FGF1,2246,Rattus norvegicus,10116,PD 166866 inhibits the reaction [FGF1 protein results in increased abundance of Nitric Oxide],decreases^reaction|increases^abundance,16524372
fgf1,nitrofen,C007350,,FGF1,2246,Rattus norvegicus,10116,nitrofen results in decreased expression of FGF1 mRNA,decreases^expression,33484710
fgf1,Norepinephrine,D009638,51-41-2,FGF1,2246,Rattus norvegicus,10116,[AVP protein co-treated with Norepinephrine] inhibits the reaction [Triiodothyronine promotes the reaction [FGF1 protein results in increased expression of UCP1 mRNA]],affects^cotreatment|decreases^reaction|increases^expression|increases^reaction,11742803
fgf1,Norepinephrine,D009638,51-41-2,FGF1,2246,Rattus norvegicus,10116,[FGF1 protein co-treated with AVP protein co-treated with Norepinephrine co-treated with Triiodothyronine] results in decreased expression of UCP1 mRNA,affects^cotreatment|decreases^expression,11742803
fgf1,Norepinephrine,D009638,51-41-2,FGF1,2246,Rattus norvegicus,10116,KT 5720 inhibits the reaction [Norepinephrine inhibits the reaction [Carbachol results in increased expression of FGF1 protein]],decreases^reaction|increases^expression,15264218
fgf1,Norepinephrine,D009638,51-41-2,FGF1,2246,Rattus norvegicus,10116,Norepinephrine inhibits the reaction [Carbachol results in increased expression of FGF1 protein],decreases^reaction|increases^expression,15264218
fgf1,NSC 689534,C558013,,FGF1,2246,Homo sapiens,9606,NSC 689534 results in increased expression of FGF1 mRNA,increases^expression,20971185
fgf1,Oligosaccharides,D009844,,FGF1,2246,,,Oligosaccharides binds to and results in decreased degradation of FGF1 protein,affects^binding|decreases^degradation,9174673
fgf1,Oligosaccharides,D009844,,FGF1,2246,,,Oligosaccharides promotes the reaction [FGF1 protein binds to and results in increased activity of FGFR1 protein],affects^binding|increases^activity|increases^reaction,11714710
fgf1,Oligosaccharides,D009844,,FGF1,2246,,,Oligosaccharides promotes the reaction [FGF1 protein binds to FGFR1 protein alternative form],affects^binding|increases^reaction,9174673
fgf1,Oligosaccharides,D009844,,FGF1,2246,,,Oligosaccharides promotes the reaction [FGF1 protein binds to FGFR4 protein],affects^binding|increases^reaction,11714710|9174673
fgf1,Oligosaccharides,D009844,,FGF1,2246,,,Oligosaccharides promotes the reaction [FGF1 protein results in increased activity of FGFR2 protein alternative form],increases^activity|increases^reaction,11714710
fgf1,orantinib,C412603,210644-62-5,FGF1,2246,,,orantinib results in decreased activity of FGF1 protein,decreases^activity,15739567
fgf1,osajin,C485800,,FGF1,2246,Homo sapiens,9606,osajin results in increased expression of FGF1 mRNA,increases^expression,20706672
fgf1,Oxygen,D010100,7782-44-7,FGF1,2246,Mus musculus,10090,[NFE2L2 protein affects the susceptibility to Oxygen] which affects the expression of FGF1 mRNA,affects^expression|affects^response to substance,30529165
fgf1,Ozone,D010126,10028-15-6,FGF1,2246,Mus musculus,10090,[Air Pollutants results in increased abundance of [Ozone co-treated with Soot]] which results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression|increases^abundance,34911549
fgf1,Palm Oil,D000073878,,FGF1,2246,Mus musculus,10090,Palm Oil affects the expression of FGF1 mRNA,affects^expression,19680557
fgf1,Palm Oil,D000073878,,FGF1,2246,Mus musculus,10090,Palm Oil results in increased expression of FGF1 mRNA,increases^expression,18042831
fgf1,Paraquat,D010269,4685-14-7,FGF1,2246,Mus musculus,10090,Paraquat results in increased expression of FGF1 mRNA,increases^expression,16324872
fgf1,Particulate Matter,D052638,,FGF1,2246,Homo sapiens,9606,Particulate Matter results in decreased expression of FGF1 mRNA,decreases^expression,29703138
fgf1,Particulate Matter,D052638,,FGF1,2246,Mus musculus,10090,Particulate Matter results in increased expression of FGF1 mRNA,increases^expression,32873817
fgf1,PCB 180,C410127,,FGF1,2246,Mus musculus,10090,"[2,4,4'-trichlorobiphenyl co-treated with 2,5,2',5'-tetrachlorobiphenyl co-treated with 2,4,5,2',5'-pentachlorobiphenyl co-treated with 2,2',3',4,4',5-hexachlorobiphenyl co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl co-treated with PCB 180] results in decreased expression of FGF1 mRNA",affects^cotreatment|decreases^expression,25510870
fgf1,PD 166866,C113399,,FGF1,2246,Rattus norvegicus,10116,PD 166866 inhibits the reaction [FGF1 protein results in increased abundance of Nitric Oxide],decreases^reaction|increases^abundance,16524372
fgf1,PD 166866,C113399,,FGF1,2246,Rattus norvegicus,10116,PD 166866 inhibits the reaction [FGF1 protein results in increased expression of and results in increased secretion of NGF protein],decreases^reaction|increases^expression|increases^secretion,15773903
fgf1,PD 166866,C113399,,FGF1,2246,Rattus norvegicus,10116,PD 166866 inhibits the reaction [FGF1 protein results in increased expression of FGFR1 protein],decreases^reaction|increases^expression,15773903
fgf1,PD 166866,C113399,,FGF1,2246,Rattus norvegicus,10116,PD 166866 inhibits the reaction [FGF1 protein results in increased expression of NOS2 mRNA],decreases^reaction|increases^expression,16524372
fgf1,PD 166866,C113399,,FGF1,2246,Rattus norvegicus,10116,PD 166866 inhibits the reaction [FGF1 protein results in increased expression of POSTN mRNA],decreases^reaction|increases^expression,15121739
fgf1,PD 173074,C115711,,FGF1,2246,Homo sapiens,9606,PD 173074 inhibits the reaction [FGF1 protein results in increased phosphorylation of FGFR4 protein],decreases^reaction|increases^phosphorylation,15709206
fgf1,Pectins,D010368,,FGF1,2246,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Pectins] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,36331819
fgf1,perfluorooctane sulfonic acid,C076994,1763-23-1,FGF1,2246,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Cellulose] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,36331819
fgf1,perfluorooctane sulfonic acid,C076994,1763-23-1,FGF1,2246,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Pectins] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,36331819
fgf1,Permethrin,D026023,52645-53-1,FGF1,2246,Rattus norvegicus,10116,[Permethrin co-treated with DEET] results in increased methylation of FGF1 gene,affects^cotreatment|increases^methylation,33148267
fgf1,Phenobarbital,D010634,50-06-6,FGF1,2246,Mus musculus,10090,Phenobarbital affects the expression of FGF1 mRNA,affects^expression,23091169
fgf1,Phenobarbital,D010634,50-06-6,FGF1,2246,Rattus norvegicus,10116,Phenobarbital results in decreased susceptibility to FGF1 protein,decreases^response to substance,1715812
fgf1,Phenobarbital,D010634,50-06-6,FGF1,2246,Rattus norvegicus,10116,Phenobarbital results in increased expression of FGF1 mRNA,increases^expression,19162173
fgf1,phosphomannopentaose sulfate,C120158,,FGF1,2246,Homo sapiens,9606,phosphomannopentaose sulfate analog binds to FGF1 protein,affects^binding,16366604
fgf1,phosphomannopentaose sulfate,C120158,,FGF1,2246,Homo sapiens,9606,phosphomannopentaose sulfate binds to FGF1 protein,affects^binding,16366604
fgf1,phosphomannopentaose sulfate,C120158,,FGF1,2246,,,phosphomannopentaose sulfate inhibits the reaction [Heparin binds to FGF1 protein],affects^binding|decreases^reaction,15632177
fgf1,Piperonyl Butoxide,D010882,51-03-6,FGF1,2246,Mus musculus,10090,[Piperonyl Butoxide co-treated with Diethylnitrosamine] affects the methylation of FGF1 gene,affects^cotreatment|affects^methylation,23968726
fgf1,pirinixic acid,C006253,50892-23-4,FGF1,2246,Mus musculus,10090,[pirinixic acid binds to and results in increased activity of PPARA protein] which results in increased expression of FGF1 mRNA,affects^binding|increases^activity|increases^expression,19710929
fgf1,pirinixic acid,C006253,50892-23-4,FGF1,2246,Mus musculus,10090,pirinixic acid results in increased expression of FGF1 mRNA,increases^expression,17426115|18301758|18445702
