Geneid	G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
KIAA0810	2,5848372	2,8672726	2,9425514	2,7070312	3,219512	3,5588236	2,0907502	2,0316832	1,2596027	2,4455826	2,9769738	5,3683414	1,2218181	4,048175	2,2	6,235294	7,7222223
AKR1B1	3,0234654	3,870909	2,7108083	2,0722656	3,0634146	2,7815125	2,0139616	0,90099007	2,6490066	3,1421254	2,4358554	1,631659	3,3781817	1,2262774	1,2	1,8235292	2,666667
XPCT	0	0	0	0	0,114634134	0	0	0	0	0	0	0	0,2981818	0	0	0	0
"TUBA1; FLJ30169; H2-ALPHA"	2,8267148	2,6545453	3,814995	3,1308594	2,7829268	2,8214288	2,1710296	1,4970297	4,3801327	4,4865556	1,7039474	3,715373	3,7890906	2,3941605	3,0857146	4,5294113	3,7222223
prohibitin	1,467509	0,94727266	1,2210321	0,9453125	1,5121951	2,0882354	1,148342	1,9425741	2,5245035	1,900128	1,8717107	1,783866	1,7527273	2,1430657	2	1,5882353	1,3333335
EXT2	0,012635378	0	0	0	0,065853655	0	0,12216404	0	0	0	0,039473686	0	0,010909091	0	0	0,058823526	0
EXT2	0,26353788	0,22727272	0,20253165	0,31054688	0,22195122	0,15756303	0	0	0,03311258	0,2612036	0	0,015220701	0,28363636	0	0	0	0,11111112
L-arginine:glycine amidinotransferase	0	0,021818181	0,005842259	0	0,029268293	0,056722693	0	0	0	0	0,03125	0	0,06545454	0	0	0,058823526	0
L-arginine:glycine amidinotransferase	0,45126352	0,8454545	0,65822786	1,0078125	1,0829269	0,18277311	0,062827215	0,13465346	0,16688742	0,41741356	0,35197368	0,25114155	0,21454546	0,329927	0,17142859	0,58823526	0,88888896
KIAA0035	0,45667866	0,72545457	0,8549173	0,7167969	1,3219512	0,7016807	0,23385687	0,45940596	0,6066225	0,7861716	0,5805921	0,79756474	0,7272727	0,82481754	0,14285715	1,352941	1,3333335
INPPL1	0,050541513	0,030909091	0,15579358	0	0	0	0	0	0	0,19206147	0	0	0,05818182	0	0	0	0
NAD(P)+ -dependent malic enzyme	0,8736462	0,85090905	0,7458617	0,984375	0,89512193	0,6155462	0,43979055	0,43762377	0,24635762	0,6120359	0,537829	0,7153729	0,82545453	0,7416058	0,22857144	0,8823529	1,1666666
CYLC1	0,133574	0,021818181	0	0,05078125	0,051219508	0	0,020942407	0	0	0,07426377	0	0,01065449	0	0	0,05714286	0,058823526	0,11111112
PSME1	1,4981948	1,5945454	1,6280428	0,91015625	1,9439023	1,72479	1,5427573	0,7247524	1,1562915	1,390525	0,94736844	0,6940639	1,2327273	0,7868613	0,9142858	0,99999994	1,2777778
VCL	6,1353784	9,818181	9,657254	6,7265625	8,824389	9,155462	5,5846415	7,2455444	9,254305	9,206146	12,077303	11,968037	7,254545	8,581021	10,542858	15,117646	11,055556
KIAA0123	0,9963898	1,1545454	1,1859787	0,671875	1,4780487	1,4768909	1,5148342	1,5207921	3,4145694	1,4775928	2,3125002	2,4155252	2,0836363	1,9620436	2,457143	1,8235292	1,6666667
KIAA0219	0,5613718	0,74	0,7867576	0,7285156	0,8853658	1,3067228	0,9947643	0,9643564	1,6490066	1,6978234	1,0098685	0,6940639	1,1890908	0,77956206	1,1714286	1,5294117	0,88888896
UBE2N	0,6480144	0,96	0,9795521	0,66796875	0,76341456	0,8193278	0,54101217	0,52079207	0,34172183	0,29193342	0,975329	0,86757994	0,6654545	1,1941606	0,4	1,6470587	1,8333334
SEF2-1B	0,20577615	0,17272727	0,2882181	0,13671875	0,07560975	0,28991598	0,21989527	0,33663365	0,13774835	0,030729836	0,26973686	0,21765603	0,03272727	0,31970802	0,34285718	0,41176468	0,22222224
CPE	0,7815884	0,8527273	1,2288218	1,6757812	1,4390243	0,52100843	1,4869108	0,3821782	0,3536424	0,27400768	0,8388158	1,0928464	0,36727273	1,410219	0,2	1,7058823	4,8888893
"SEPT3; SEP3; bK250D10.3"	0,3411552	0,45454544	0,2259007	0,2265625	0,09756097	0,41386557	0,5968586	0	0,6039735	0,63764405	0,42105266	0,2694064	0,4072727	0,3532847	0,2	0,29411763	0,05555556
MDH1	25,456678	27,98909	29,947422	25,197266	31,114632	20,951681	21,4171	21,750496	12,401324	25,162611	24,113487	22,124811	31,865454	28,674452	16,114286	33,23529	31,833334
hGluT-1	0,16425993	0,21272726	0,2765336	0,1953125	0,22195122	0,14495799	0,24781847	0,06732673	0,19470198	0	0,16447368	0,19178084	0,17818181	0,03211679	0,05714286	0,11764705	0,11111112
KIAA0029	0,3104693	0,38	0,3641675	0,107421875	0,2195122	0,36344537	0	0,16831683	0,26887417	0,29193342	0,19078949	0,30745816	0,4072727	0,37226278	0,2857143	0,41176468	0,5
ACP1	0,7870035	0,91272724	0,9990263	1,0566406	0,88780487	0,97899157	0,6317626	0,79405934	1,0860927	0,82202303	0,9210527	1,196347	1,1199999	0,9138686	0,8571429	0,8823529	1
KIAA0280	0,17328519	0,25454545	0,3057449	0,20117188	0,302439	0,15126051	0,07678883	0,035643563	0	0	0,11019737	0,024353122	0,16	0,020437956	0,05714286	0,41176468	0,3888889
SM15	0,16967507	0,33272725	0,4264849	0,20898438	1,1463414	0,14705883	0	0	0,65695363	0,78104997	0,4901316	0,3302892	0,95272726	0,48175183	0	0,17647058	0,33333337
BiP	1,9855595	3,0181818	3,567673	3,2539062	3,185366	2,2794118	1,9685862	0,8950495	1,0264901	2,1126761	1,8273027	1,5372908	2,7818182	1,8423357	0,8285715	3,9999998	4,166667
ARP	1,3014439	1,9490908	1,5793574	1,4648438	1,8926828	2,092437	1,7102965	1,3227723	1,8688742	2,46863	1,2894738	1,952816	2,1490908	1,750365	0,8285715	1,2941176	1,3333335
KIAA0058	4,1624546	3,690909	3,9552095	4,439453	5,1609755	4,069328	3,2565444	1,5544554	2,3721855	4,071703	2,4802632	2,474886	2,8254542	2,9182482	1,8857143	8,941175	10,722222
Id1	10,945848	14,063636	7,090555	10,300781	17,429268	12,527311	6,034903	5,829703	12,74702	12,478873	7,166119	5,7564692	8,614545	5,919708	6,714286	8,352941	9,888889
Id1	0,85740066	0,95272726	0,43232718	0,5488281	1,5317073	0,947479	0,6108202	0	0,62384105	1,006402	0,08223684	0,1369863	0,85818183	0,09343066	0	0,11764705	0
Id1	0,5180505	0,37272727	0,27263877	0,69140625	0,0902439	0,050420173	0,8481674	1,3841584	0,6993377	0	0,9983553	0,45966518	0	0,57226276	0,97142863	0,9411764	0,94444454
SOD1	8,862815	9,741817	10,662123	7,96875	9,585365	6,8046217	7,595113	5,431683	5,072848	7,111396	6,258224	7,0654497	6,5454545	9,481751	5,542857	11,058823	11,666667
AHSG	0,35018048	0,38181818	0,21616359	0,38671875	0,84390235	0,31722692	0,46422336	0,41980198	0,30728477	0,43277848	0,3026316	0,2754947	0,5018182	0,43357664	0,34285718	0,41176468	0,44444448
FGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPL	0	0	0	0	0	0	0	0	0,022516556	0,13572344	0	0,00761035	0	0	0	0	0
IMPDH2	1,8646208	1,7145455	1,5189874	1,2734375	2,8292682	1,9810926	1,6300173	1,3366337	2,7894042	1,2957746	1,006579	1,4885846	0,95636356	1,2686131	1,1714286	1,7058823	0,94444454
ZAP128	1,8537904	1,5054545	1,7526778	1,5371094	1,8121952	1,9285716	1,4485165	1,619802	2,0807948	1,6286812	1,5937501	2,0989347	1,96	1,7576642	1,2857144	1,5294117	1,7222222
HSD17B4	0,021660648	0,23272727	0,17332035	0,03515625	0,13658535	0,18277311	0	0	0	0,07170294	0	0	0,061818182	0,05255474	0	0,058823526	0,05555556
SPARCL1	2,2527075	3,081818	3,2463486	4,96875	5,6902437	2,0987396	2,8830712	0,5821782	1,1947019	1,475032	0,90625	2,0487065	2,6109092	2,5226278	0,74285716	1,8235292	5,8888893
RALBP1	2,9693139	3,6890907	4,658228	2,9921875	3,121951	3,39916	3,5846417	3,2930694	3,6701987	2,7298336	3,838816	5,7838664	1,8181818	7,2817516	2,457143	5,5294113	4,777778
DSIPI	1,0072201	1,2345455	0,8373905	0,98046875	1,9585366	2,9033613	1,1413611	0,5623762	0,57218546	1,0140845	0,7351974	0,6012177	0,98181814	0,519708	0,8571429	2,117647	1,8333334
DSIPI	0	0	0	0	0	0	0	0	0,81456953	0	0	0,08675799	0	0	0,02857143	0	0,33333337
PRDX3	0,45306855	0,5436363	0,6718598	0,62109375	0,7926829	0,3697479	0,42233855	0,25346535	0,111258276	0,44814342	0,3157895	0,3105023	0,24	0,17372262	0,25714287	0,7058823	1,2222223
AKAP10	0	0,16909091	0	0	0,029268293	0	0	0	0,0794702	0	0,065789476	0	0	0,013138685	0	0	0
AKAP10	0,801444	0,7854545	3,7702048	0,7207031	1,5195122	3,6029413	0,85165787	0,37029704	1,202649	0,28937262	0,60361844	0,49162862	1,2690909	0,89197075	6,7428575	2,2941175	0,33333337
BTG2	2,8014438	3,1363635	2,4615386	1,9121094	3,821951	4,0252104	2,4397905	3,431683	3,5642385	3,9513445	2,9128292	2,0624049	2,221818	2,039416	2,0285716	2,5294118	2,277778
KIAA0956	0,44945845	0,5963636	0,81207407	0,6894531	0,4195122	1,052521	0,47818494	0,16237622	0,25298014	0,2612036	0,38157898	0,5296804	0,46909088	0,70948905	0,05714286	0,76470584	1,4444444
OAT	0,5072202	0,36181816	0,8802337	0,53125	0,9317073	0,64705884	0,38394412	0,16039604	0,19072847	0,4071703	0,28289476	0,2694064	0,39999998	0,48613137	0,11428572	1,4117646	1,9444445
ANXA11	5,5812273	6,3218184	6,371958	4,6152344	5,4585366	6,487395	4,289703	7,3445544	11,65298	5,216389	8,327303	7,9847794	4,2072725	8,318248	12,8	8,705882	6,3888893
CTGF	10,052346	14,590909	9,982473	9,996094	17,614634	14,922269	10,226875	8,138614	13,209271	11,093471	9,080592	13,981735	5,4727273	13,319708	5,8857145	16,647057	16,277779
ADSL	1,0595667	1,1727272	1,0262902	0,76953125	1,2707316	1,2310925	0,58638734	0,5346535	1,0317881	1,3034571	1,1546053	0,8295282	1,3454545	0,8160584	0,51428574	1,352941	1,1666666
MYL2	1,5144403	3,3527272	3,308666	1,734375	1,7024391	8,777311	0,9040139	1,0475248	0,34834436	1,8975672	1,5049343	2,4885845	5,5563636	1,4379562	1,0857143	0,82352936	0,88888896
CAPZA2	2,3104692	2,9745455	3,7779942	2,9726562	3,295122	1,9117647	1,6439788	0,65346533	0,29403976	1,0601794	0,48355263	0,6621005	1,2072728	0,7357664	0,14285715	1,7058823	2,4444447
PEP	0,51263535	0,4890909	0,38169426	0,28515625	0,37560973	0,26680672	0,21989527	0	0,2675497	0,33546737	0,5032895	0,37595132	0,27999997	0,480292	0,25714287	0,41176468	0,16666669
CAK	0,599278	1,2781818	1,4527751	1,2890625	1,2292683	0,9621849	0,8272251	0	0,9377484	0,75288093	1,2401316	1,7031964	0,95272726	0,9532847	0,94285715	1,8823528	1,0555556
CD151	3,3519852	3,8363636	4,403116	3,3964844	3,4804876	5,119748	7,6369977	3,7207918	8,903312	3,928297	2,651316	4,634703	4,5854545	6,912409	3,8857145	3,3529408	2,1666667
RELA	3,1967509	4,038182	3,071081	2,5234375	3,9463413	4,5651264	3,089005	3,9881186	14,0370865	4,7759285	5,5871716	5,3105025	3,2472727	6,640876	7,0000005	5,6470585	5,2222223
PLG	0	0	0,06426485	0	0	0,006302522	0	0,07920792	0,11523178	0,015364918	0	0	0,20727271	0	0	0	0,05555556
FLJ10326	1,4566785	1,9090909	1,6903604	1,5976562	1,6292683	1,3529413	0,582897	0,85544556	0,6701987	0,6120359	1,0115132	1,5068494	0,78181815	1,7766423	0,74285716	1,9999999	2,5555556
MED7	0,22563176	0,60181814	0,61343724	0,4296875	0,3902439	0,37815127	0,3211169	0,26534653	0,36556292	0,19974393	0,35197368	0,630137	0,39636362	0,5868613	0,31428573	0,76470584	0,7222222
PMSCL2	0,15523465	0,025454544	0	0,13671875	0,13414633	0,22058824	0,11169284	0,31683168	0,197351	0,17669655	0,30427632	0,14611873	0,15272726	0,3459854	0,25714287	0,2352941	0,22222224
KIAK0002	1,9945847	2,0563636	2,3544304	2,1914062	3,007317	3,7689075	2,383944	1,7881188	1,5165563	4,550576	1,4802632	1,4277018	1,6872728	2,6043794	1,4285715	3,4117646	2,666667
ACP2	0,77797824	0,6890909	0,7185979	0,79296875	0,81463414	0,61764705	0,3280977	0	0,5576159	0,6837388	0,5559211	0,40943685	0,69454545	0,35766423	0,05714286	0,58823526	0,5555556
UROS	3,2671478	3,370909	3,205453	2,5019531	2,5341463	1,6407564	1,4938916	2,7247527	3,0079472	2,1459668	2,1151319	3,3363776	1,8509091	3,5897808	2,257143	3,1764705	2,666667
UROS	0,39169675	0,8381818	0,6621227	0,38085938	0,8585366	0,28151262	0,19546245	0,33663365	0,14966887	1,134443	0,08552632	0	0,81090903	0,23065694	0,4	0,2352941	0,16666669
HNRPA2B1	1,1768951	1,530909	2,4810128	1,8886719	1,9756097	1,2521008	0,71553224	0,33465347	0,7509934	0,88348275	0,71875006	0,81735164	0,85090905	1,2204379	0,4	2,9999998	4,8333335
X104	0,44584835	0,6527273	0,5121714	0,5546875	0,6609756	0,5987395	0,24432808	0,38613862	0,29271525	0,14596671	0,5394737	0,45662102	0,3890909	0,9620438	0,42857146	1,4705882	1,6111113
CD36	0,04151624	0,2090909	0,023369037	0,04296875	0	0	0,115183234	0	0,002649007	0	0,027960528	0	0	0,018978102	0	0	0
APOC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0018	0,23465702	0,26	0,09737098	0,048828125	0,06829268	0,04831933	0	0,09108911	0	0,14340588	0	0	0	0	0,085714296	0,058823526	0,05555556
COL4A2	2,998195	3,5945454	2,6738074	2,3222656	3,717073	4,014706	2,1465967	0,9762376	7,3298016	6,340589	3,3865132	2,9421616	4,5236363	2,7766423	1,3714287	1,6470587	1,6111113
RAB11A	0,5415162	0,42545453	0,63680625	0,42382812	0,7243902	0,71428573	0,38394412	0,073267326	0,01986755	0,36363637	0,11019737	0,106544904	0,52363634	0,2350365	0	0,52941173	1,0555556
CD14	0,200361	0,050909087	0,18111004	0,5	0,78780484	0,33613446	0,7469458	0	2,1562915	4,087068	0	0	0,58909094	0,2978102	0	0	0
MYL2	59,167866	63,199997	68,06232	55,839844	66,95122	55,149162	102,16404	42,49109	39,34172	81,31626	44	52,95586	114,73454	39,49197	41,085716	36,823524	32,5
	91,016235	110,33091	109,60468	92,291016	136,15366	121,05253	164,7574	69,182175	64,08477	170,08195	91,5477	86,64689	211,88727	67,28321	41,914288	69,99999	63,38889
GALT	0,35379058	0,63272727	0,37779942	0,56640625	0,51463413	0,47478995	0,62129134	0,54059404	0,9033112	0,6120359	0,5246711	0,672755	0,45818183	0,58832115	1	0,6470588	0,5555556
FH	0,066787	0	0,2882181	0	0	0	0,27923208	0	0,41324505	0	0,077302635	0,5098935	0	0,21021897	0	0,17647058	0
P4HB	12,570396	14,398182	15,727361	14,046875	18,868292	15,273109	20,352528	17,69505	25,164238	27,170296	18,212172	21,238966	17,141817	24,572262	18,085714	18,17647	16,166668
PYGB	3,8267145	5,443636	6,1032133	4,7558594	6,463414	6,355042	6,5165787	3,4891088	6,868874	4,996159	6,2845397	7,062405	5,9927273	5,69781	3,7428575	9,235293	7,944445
DIA1	32,90794	36,63273	39,15482	31,054688	37,8	38,56723	46,425823	29,025743	45,598675	29,339308	46,626644	44,806698	50,01091	51,97664	42,62857	38,88235	30,944447
G0S3	0,77797824	0,73454547	0,44011685	0,25195312	0,902439	0,10294118	0,40488654	0,43762377	1,0039736	0,78104997	0,71546054	0,45966518	0,46909088	0,33430657	0,5714286	0,7058823	0,5
RCD-8	0,3808664	0,29999998	0,65628046	0,75	0,77804875	1,3697479	0,84118664	1,1128713	0,73907286	1,1677337	0,7269737	0,77168953	0,48363635	1,3576642	1,3714287	0,41176468	0,2777778
ASNS	0,12274367	0,25454545	0,21616359	0,27148438	0,27073172	0,17436975	0	0	0,12582782	0,2765685	0,003289474	0,11872147	0,1381818	0,12116788	0,085714296	0,17647058	0,2777778
PRCP	1,2256317	1,3672726	1,0262902	0,9980469	2,6707315	0,8235294	0,71902263	0,15445545	0	0,50192064	0,90460527	0,19178084	0,84	0,3270073	0,11428572	0,99999994	1,4444444
PMI1	3,0884476	2,3236363	2,7205453	1,3945312	2,4658535	1,72479	1,6195462	1,7980199	4,9668875	2,3918054	2,7730265	2,8173518	2,0690908	2,5124087	3,2	3,3529408	3,1111112
LAG2	0	0,05636363	0	0,13085938	0,15609756	0,0987395	0,09424083	0,22178218	1,4728476	0,20742638	0	0	0,036363635	0,10656934	0	0,17647058	0,05555556
PFN1	2,808664	2,9581816	2,8899708	2,4082031	1,7390244	2,434874	3,630017	3,0237622	3,1125827	1,7336748	3,952303	2,2222223	1,1563636	3,1051095	2,8285716	2,117647	2,2222223
	3,577617	4,7854548	5,1217136	5,0878906	6,7487807	4,256303	3,8429315	2,1188118	3,2966886	3,265045	2,7450657	3,756469	3,5236363	4,9357667	3,0857146	5,588235	5,333334
COPB2	0,8393501	0,8272727	0,8997079	0,94921875	1,1609756	0,8466387	0,687609	0,6118812	0,40662253	0,83226633	0,16611843	0,41856927	0,71999997	0,5518248	0,17142859	1,0588235	1,1666666
KIAA0120	4,1552343	4,8690906	3,7117822	4,7402344	6,053658	5,5105042	5,232111	2,4217823	5,141722	5,7695265	3,4375002	3,5601218	3,6036363	4,7182484	3,057143	2,7647057	2,7222223
SRPR	0,38628155	0,4890909	0,15774101	0,26171875	0,7707317	0,5042017	0,25479928	0	0,40264902	0,6683739	0,1875	0	0,42909092	0,15474454	0,31428573	0	0,05555556
AMY2B	0,23465702	0,049090907	0,07205453	0,013671875	0,012195122	0,065126054	0,10471203	0	0	0,025608195	0,14967106	0	0	0	0	0	0,05555556
APOD	0,76534295	0,64	0,41480038	1,1386719	0,90731704	0,46848738	1,2216403	0,65148515	2,8092716	0,5224072	0,70559216	0,30289194	0,9672727	1,0014598	1,5142858	0,35294116	0,5555556
PCM-1	0,17328519	0,06	0,052580334	0,025390625	0	0,1092437	0,101221636	0,26138613	0,037086092	0	0,036184214	0,12785389	0,22909091	0,10656934	0,02857143	0,058823526	0,05555556
MGP	1,7202165	0,8909091	1,5053555	0,3515625	1,0560975	1,4369749	1,0366491	0,70099014	1,2450331	1,1421255	0,8388158	0,9619483	1,1999999	1,2686131	0,62857145	0,7058823	0,33333337
AMD2	0,13176894	0,08363636	0,2278481	0,26171875	0,1097561	0,15126051	0,07678883	0,07920792	0,0807947	0,04609475	0,10361843	0,030441402	0,087272726	0,110948905	0,085714296	0,058823526	0
AMD1	1,6516244	2,7036362	2,379747	1,6894531	1,8365854	2,502101	0,9389179	1,0831683	0,7298013	1,2855314	1,0378289	1,8021309	1,0472727	1,6919708	0,77142864	2,2941175	3,5555558
ALDH1A3	0	0,089090906	0	0,14257812	0,107317075	0,056722693	0,2687609	0,087128714	0	0,20230474	0,0756579	0,10350077	0	0,027737226	0	0,058823526	0,05555556
COX7B	4,1028876	4,632727	4,689387	3,40625	4,209756	3,117647	3,769633	1,4356436	1,0357616	4,043534	1,2203947	1,8188738	4,334545	2,8948905	1,5428573	4,588235	4,7222223
SCP-X/SCP-2	0,40252703	0,52	0,88997084	0,49804688	0,67317075	0,31932774	0,635253	0,17029704	0,16688742	0,18693984	0,14144738	0,51141554	0,3272727	0,7678832	0,05714286	0,58823526	1,5000001
OSBPL1A	0,6245487	0,37636364	0,7594937	0,36132812	0,14878048	0,05462185	0,28970328	0	0,22384106	0,5224072	0,36513162	0,20395738	0,12	0,30510947	0,02857143	0,2352941	0,44444448
GRL	0,5252707	0,47818178	0,9250244	0,48242188	0,91219515	0,53781515	0,7993018	0,41188118	0,00794702	0,6683739	0,2138158	0,13546424	0,95272726	0,529927	0,14285715	0,76470584	1,2777778
beta-lyase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTMR9	0,27978337	0,3890909	0,37195718	0,38085938	0,5463414	0,28361344	0,24781847	0,00990099	0,10463576	0,25608194	0,2138158	0,32724506	0,03272727	0,3270073	0,02857143	0,58823526	0,66666675
EYA3	0,05415162	0	0	0	0,03414634	0,05882353	0	0	0	0,025608195	0,004934211	0,07762557	0	0,061313864	0	0	0,11111112
KCNS3	0,111913346	0,18181817	0,015579358	0,04296875	0,2609756	0,197479	0,07329842	0,025742574	0,087417215	0,17925736	0,047697373	0,14155252	0,15636364	0,20583943	0,085714296	0,11764705	0,22222224
	0,333935	0,16727272	0,31548202	0,26171875	0,45853654	0,2920168	0,51308894	0,5762376	0,69801325	0,3047375	0,12335527	0,25114155	0,40363637	0,54744524	0,31428573	0,35294116	0,3888889
PIGCP1	0,23285197	0,44	0,375852	0,24609375	0,38292682	0,38445377	0,38394412	0,12277227	0,4476821	0,33546737	0,20888159	0,54946727	0,5090909	0,6262774	0,37142858	0,41176468	0,33333337
PIGCP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APBA1	0,25992778	0,31454542	0,054527752	0,07421875	0,14146341	0	0	0,14653465	0,08874172	0,38156208	0,2664474	0,3850837	0,24363635	0,12846716	0,14285715	0,11764705	0,11111112
DSCAM	0	0	0	0,056640625	0	0	0,49912736	0,2910891	0,026490066	0,2663252	0	0,041095894	0,03272727	0,011678833	0	0,11764705	0
nek2	0,09386281	0	0	0	0,002439024	0,065126054	0,097731225	0,13069306	0,029139074	0,06145967	0,05098684	0,01369863	0,036363635	0	0	0,11764705	0,05555556
"KLHL4; KHL4; DKELCHL; KIAA1687"	0,24909745	0,04181818	0,11100292	0,33398438	0,402439	0,26260504	0,22338568	0,52277225	0,25033113	0,28937262	0,2138158	0,27245054	0,45090905	0,45547447	0,42857146	0,41176468	0,61111116
	0	0,04	0,017526777	0	0,03902439	0,069327734	0	0,10891089	0,038410597	0,0793854	0	0,0456621	0	0,02919708	0	0,058823526	0,05555556
tbx19	0,6046931	0,59090906	0,8588121	0,6738281	0,77804875	0,86764705	0,71902263	0,6831683	0,96423846	0,90909094	0,7960527	0,5707763	0,5854545	1,0087591	0,74285716	0,7058823	0,7222222
TECK	0,19855595	0,13272727	0,30769232	0,5957031	0,26585364	0,86764705	0,85514826	0,5960396	1,5192052	0,49679896	1,5328947	1,5768646	1,2872727	1,119708	0,94285715	0,82352936	0,7777778
AP4S1	0,14259927	0,15272726	0,13631938	0,087890625	0,16829269	0	0	0	0	0,09987196	0,13980263	0,14916287	0,07636363	0,21751824	0	0,2352941	0,16666669
AMPK beta 2	0,76714796	0,44545454	0,6114898	0,66015625	0,3219512	0,7373949	0,21291447	0,051485147	0,01589404	0,069142126	0,03125	0,1978691	0,2581818	0,23941605	0,085714296	0,17647058	0,11111112
STK9	0,08483753	0,12181818	0,1772152	0,16796875	0,33902436	0,20168069	0,45724255	0,33267325	0,23311259	0,4737516	0,13157895	0,4459665	0,3272727	0,34744525	0,11428572	0,2352941	0,22222224
CDKL5	0,4386281	0,42909092	0,3933788	0,28125	0,28536585	0,5672269	0,2966841	0	0,19470198	0,4609475	0,23026317	0,01369863	0,39636362	0,1489051	0,05714286	0,058823526	0,11111112
CPM	0,09205776	0,19272727	0,054527752	0,029296875	0,1097561	0,10504202	0,25479928	0,13663366	0,12847681	0	0,052631583	0,065449014	0,087272726	0,03941606	0,05714286	0	0,05555556
ITGAX	0,04151624	0,07454545	0,050632913	0	0,002439024	0,060924374	0,54799294	0,2910891	0,049006622	0,110115245	0,6381579	0,1978691	0	0,16788322	0,11428572	0,2352941	0,33333337
CAMP	0,3736462	0,34545454	0,5783837	0	0	0	0	0	0,18145695	0,32266328	0,12335527	0,2739726	0	0	0	0	0
MAFF	0,33754513	0,5709091	0,2648491	0,20117188	0,61219513	1,1260505	0,3280977	1,3366337	1,6807947	0,9270167	0,7746711	0,9467276	0,15636364	1,0014598	1,7142859	0,99999994	1
	0	0	0,037000973	0,0546875	0,012195122	0,004201681	0,14310645	0	0,12715232	0	0,055921055	0	0,090909086	0,068613134	0	0	0,05555556
DKFZp434C091	0	0,1381818	0,23369037	0,08203125	0,36585364	0,37815127	0,16055845	0,027722772	0,07682119	0,020486556	0,30592108	0,23287672	0,19636363	0,18832116	0,085714296	0,11764705	0,2777778
NR2C2	0	0,02	0	0	0,058536585	0	0	0	0	0,081946224	0	0	0	0,00729927	0	0	0
ADRA1A	0	0	0	0	0	0	0	0,027722772	0	0	0,032894738	0,030441402	0	0	0	0	0
ADRA1A	0,101083025	0,001818182	0,26095423	0,18359375	0,26585364	0,1092437	0	0,16435644	0,06490067	0	0,0756579	0,10197869	0	0,21605839	0	0,058823526	0,05555556
LIAS	0,30144402	0,101818174	0,15774101	0,12890625	0,27073172	0,21638657	0,26527047	0,12673268	0,119205296	0,08450704	0,14309211	0,033485543	0	0,19416058	0,14285715	0,2352941	0,33333337
PDK3	0	0,03272727	0,1382668	0	0	0	0	0,017821781	0	0,058898848	0,016447369	0	0,23636363	0	0	0	0
PDK3	0,023465702	0,10545455	0	0	0	0	0,20593366	0	0	0	0	0	0,10545455	0	0	0,058823526	0
PDK3	0,07220216	0,06	0,2765336	0,0078125	0,2195122	0,28361344	0	0	0,2	0,0793854	0,13157895	0,1324201	0	0,08613139	0,085714296	0,058823526	0
HNF4A	0,501805	0,4890909	0,59591043	0	0,28292683	0	0,12914485	1,3940594	1,607947	0,5198463	0,8585527	0,412481	0,38181818	0,06569343	0,25714287	0,29411763	0,2777778
HNF4	0	0	0	0	0	0	0	0	0	0,14596671	0	0	0	0	0	0	0
HNF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR5	0	0	0	0	0	0,029411765	0	0	0	0	0	0,030441402	0	0,048175182	0	0	0
SCN2A2	0	0	0	0	0	0	0,003490401	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0,023762377	0	0	0	0	0	0	0	0	0
	0,38267148	0,2690909	0,3466407	0,18359375	0,41707316	0,4663866	0,13263524	0	0,045033112	0,081946224	0,039473686	0,21765603	0,2981818	0,15328467	0,085714296	0,11764705	0,33333337
"ADRA1D; ADRA1A; ADRA1R"	0,2743682	0,37272727	0,24537489	0,091796875	0	0,004201681	0,39441532	0	0	0,10755441	0,4638158	0,11567733	0	0,24963504	0	0,17647058	0
